ExhibitionTitle,ExhibitionBeginDate,ExhibitionURL,DisplayName,Nationality,Gender
"Projects: Video XXX, Urban Focus/New York",11/8/1979,http://www.moma.org/calendar/exhibitions/2289,Jon Alpert,American,Male
Art of the Twenties,11/14/1979,http://www.moma.org/calendar/exhibitions/2073,William S. Lieberman,American,Male
"Marc Chagall: Prints, Monotypes, Illustrated Books",11/22/1979,http://www.moma.org/calendar/exhibitions/1968,Riva Castleman,American,Female
Buildings for Best Products,12/12/1979,http://www.moma.org/calendar/exhibitions/1781,Arthur Drexler,American,Male
Four Recently Discovered Picabias and Other Modern Master Acquisitions,1/25/1980,http://www.moma.org/calendar/exhibitions/2285,William S. Rubin,American,Male
Projects: Video XXXII,1/31/1980,http://www.moma.org/calendar/exhibitions/2284,Ros Barron,American,Female
Printed Art: A View of Two Decades,2/13/1980,http://www.moma.org/calendar/exhibitions/1765,Riva Castleman,American,Female
New York City Exposition and Convention Center,2/21/1980,http://www.moma.org/calendar/exhibitions/2281,Arthur Drexler,American,Male
Around Picasso,5/14/1980,http://www.moma.org/calendar/exhibitions/3577,Georges Braque,French,Male
A Penthouse Aviary,11/6/1980,http://www.moma.org/calendar/exhibitions/3114,Leonard Baskin,American,Male
Projects: Video XXXV,1/16/1981,http://www.moma.org/calendar/exhibitions/2272,Claude Beller,American,Male
Dorothea Rockburne: Locus,5/5/1981,http://www.moma.org/calendar/exhibitions/2268,Riva Castleman,American,Female
Summer Light,6/11/1981,http://www.moma.org/calendar/exhibitions/3109,Peter Alexander,American,Male
Pierre Alechinsky: A Print Retrospective,6/11/1981,http://www.moma.org/calendar/exhibitions/1822,Riva Castleman,American,Female
American Landscapes,7/9/1981,http://www.moma.org/calendar/exhibitions/2263,John Szarkowski,American,Male
"Alfred H. Barr, Jr., 1902–1981",8/18/1981,http://www.moma.org/calendar/exhibitions/1705,Henri Matisse,French,Male
New Work in Black and White,9/17/1981,http://www.moma.org/calendar/exhibitions/3108,Gregory Amenoff,American,Male
Balthus: Works from the Collection,9/30/1981,http://www.moma.org/calendar/exhibitions/1929,Balthus (Baltusz Klossowski de Rola),French,Male
The Work of Atget: Old France,10/3/1981,http://www.moma.org/calendar/exhibitions/2258,John Szarkowski,American,Male
Prints: Acquisitions 1977–1981,10/15/1981,http://www.moma.org/calendar/exhibitions/1750,Riva Castleman,American,Female
Selections From the Art Lending Service,11/26/1981,http://www.moma.org/calendar/exhibitions/3103,Vito Acconci,American,Male
Giorgio De Chirico,3/30/1982,http://www.moma.org/calendar/exhibitions/1879,William S. Rubin,American,Male
Art and Technology: Chicago Video at MoMA,5/13/1982,http://www.moma.org/calendar/exhibitions/2251,Tom DeFanti,American,Male
For 25 Years: Prints from ULAE,6/17/1982,http://www.moma.org/calendar/exhibitions/1823,Riva Castleman,American,Female
The Architecture of Richard Neutra: From International Style to California Modern,7/21/1982,http://www.moma.org/calendar/exhibitions/2705,Arthur Drexler,American,Male
The Work of Atget: The Art of Old Paris,10/14/1982,http://www.moma.org/calendar/exhibitions/2246,John Szarkowski,American,Male
Frank Stella: Polar Co-ordinates for Ronnie Peterson,11/18/1982,http://www.moma.org/calendar/exhibitions/2242,Riva Castleman,American,Female
Rauschenberg in China,12/2/1982,http://www.moma.org/calendar/exhibitions/2241,Riva Castleman,American,Female
Three New Skyscrapers,1/27/1983,http://www.moma.org/calendar/exhibitions/1780,Arthur Drexler,American,Male
Prints from Blocks: Gauguin to Now,3/3/1983,http://www.moma.org/calendar/exhibitions/1713,Riva Castleman,American,Female
"Lisette Model, 1906-1983",3/7/1983,http://www.moma.org/calendar/exhibitions/2237,Lisette Model,American,Female
James Stirling Drawings,5/27/1983,http://www.moma.org/calendar/exhibitions/2231,Arthur Drexler,American,Male
Miró and Picasso,6/9/1983,http://www.moma.org/calendar/exhibitions/1838,Riva Castleman,American,Female
Some Contemporary Prints,7/21/1983,http://www.moma.org/calendar/exhibitions/1840,Riva Castleman,American,Female
Jim Dine: A Heart at the Opera,8/25/1983,http://www.moma.org/calendar/exhibitions/1866,Riva Castleman,American,Female
Selections from the Collection of Painting and Sculpture,12/1/1983,http://www.moma.org/calendar/exhibitions/1925,Max Beckmann,German,Male
"Bill Brandt, 1905–1983",12/22/1983,http://www.moma.org/calendar/exhibitions/2222,Bill Brandt,British,Male
"Joan Miró, 1893–1983",12/27/1983,http://www.moma.org/calendar/exhibitions/1950,Joan Miró,Spanish,Male
Selections from the Permanent Collection: Prints and Illustrated Books,5/17/1984,http://www.moma.org/calendar/exhibitions/1749,Riva Castleman,American,Female
Selections from the Permanent Collection: Photography,5/17/1984,http://www.moma.org/calendar/exhibitions/2096,John Szarkowski,American,Male
Selections from the Permanent Collection: Architecture and Design,5/17/1984,http://www.moma.org/calendar/exhibitions/2221,Arthur Drexler,American,Male
"Lee Krasner, 1911-1984: Memorial",7/22/1984,http://www.moma.org/calendar/exhibitions/2217,Lee Krasner,American,Female
"Brassaï, 1899–1984: Memorial",7/13/1984,http://www.moma.org/calendar/exhibitions/2216,Brassaï (Gyula Halász),French,Male
Irving Penn,9/12/1984,http://www.moma.org/calendar/exhibitions/2213,John Szarkowski,American,Male
About Paper,9/12/1984,http://www.moma.org/calendar/exhibitions/2212,Riva Castleman,American,Female
"""Primitivism"" in 20th Century Art: Affinity of the Tribal and the Modern",9/27/1984,http://www.moma.org/calendar/exhibitions/1907,William S. Rubin,American,Male
From the Gilman Collection: Photographs Preserved in Ink,11/15/1984,http://www.moma.org/calendar/exhibitions/2211,John Szarkowski,American,Male
Reinstallation of the Contemporary Galleries,2/15/1985,http://www.moma.org/calendar/exhibitions/1946,Walter Darby Bannard,American,Male
The Work of Atget: Modern Times,3/14/1985,http://www.moma.org/calendar/exhibitions/2202,John Szarkowski,American,Male
The Work of Atget: The Ancien Régime,3/14/1985,http://www.moma.org/calendar/exhibitions/2201,John Szarkowski,American,Male
The Expressionist Idiom,5/6/1985,http://www.moma.org/calendar/exhibitions/1748,Riva Castleman,American,Female
A Personal View: Photography in the Collection of Paul F. Walter,5/23/1985,http://www.moma.org/calendar/exhibitions/2200,John Szarkowski,American,Male
Installation of Painting and Sculpture Department,6/6/1985,http://www.moma.org/calendar/exhibitions/3574,Nicholas Africano,American,Male
"Ricardo Bofill and Leon Krier: Architecture, Urbanism, and History",6/26/1985,http://www.moma.org/calendar/exhibitions/1778,Arthur Drexler,American,Male
"New Photography: Zeke Berman, Antonio Mendoza, Judith Joy Ross, and Michael Spano",8/22/1985,http://www.moma.org/calendar/exhibitions/1599,John Szarkowski,American,Male
Tatyana Grosman Gallery Inaugural Installation,9/12/1985,http://www.moma.org/calendar/exhibitions/2198,Riva Castleman,American,Female
NEA Twentieth Anniversary,9/23/1985,http://www.moma.org/calendar/exhibitions/2196,Riva Castleman,American,Female
Variants,12/12/1985,http://www.moma.org/calendar/exhibitions/2193,John Szarkowski,American,Male
American Prints: 1900–1960; Recent Acquisitions: Illustrated Books,12/18/1985,http://www.moma.org/calendar/exhibitions/1747,Deborah Wye,American,Female
Bill Jensen/First Etchings,1/16/1986,http://www.moma.org/calendar/exhibitions/1826,Deborah Wye,American,Female
Mies van der Rohe Centennial Exhibition,2/10/1986,http://www.moma.org/calendar/exhibitions/2191,Arthur Drexler,American,Male
Recent Acquisitions: Contemporary Prints,2/7/1986,http://www.moma.org/calendar/exhibitions/1761,Riva Castleman,American,Female
Jasper Johns: A Print Retrospective,5/19/1986,http://www.moma.org/calendar/exhibitions/1816,Riva Castleman,American,Female
"Vienna 1900: Art, Architecture and Design",7/3/1986,http://www.moma.org/calendar/exhibitions/1729,Kirk Varnedoe,American,Male
The Prints of Odilon Redon,10/2/1986,http://www.moma.org/calendar/exhibitions/2182,Riva Castleman,American,Female
"New Photography 2: Philip Lorca di Corcia, Mary Frey, and David Hanson",10/9/1986,http://www.moma.org/calendar/exhibitions/1600,John Szarkowski,American,Male
Francesco Clemente: The Departure of the Argonaut,11/6/1986,http://www.moma.org/calendar/exhibitions/3601,Riva Castleman,American,Female
"American Prints, 1960–1985",5/22/1987,http://www.moma.org/calendar/exhibitions/1760,Deborah Wye,American,Female
Surrealist Prints from the Collection of The Museum of Modern Art,8/6/1987,http://www.moma.org/calendar/exhibitions/1728,Deborah Wye,American,Female
Frank Stella: Works from 1970 to 1987,10/12/1987,http://www.moma.org/calendar/exhibitions/2163,William S. Rubin,American,Male
For 25 Years: Crown Point Press,11/20/1987,http://www.moma.org/calendar/exhibitions/1759,Riva Castleman,American,Female
Committed to Print,1/31/1988,http://www.moma.org/calendar/exhibitions/1762,Deborah Wye,American,Female
The Photographs of Josef Albers: A Selection from the Collection of the Josef Albers Foundation,1/27/1988,http://www.moma.org/calendar/exhibitions/2158,John Szarkowski,American,Male
Donald Sultan's Black Lemons,2/4/1988,http://www.moma.org/calendar/exhibitions/2157,Riva Castleman,American,Female
Contemporary Art in Context,2/29/1988,http://www.moma.org/calendar/exhibitions/1723,Riva Castleman,American,Female
Garry Winogrand,5/15/1988,http://www.moma.org/calendar/exhibitions/2150,John Szarkowski,American,Male
Deconstructivist Architecture,6/23/1988,http://www.moma.org/calendar/exhibitions/1813,Philip Johnson,American,Male
"Recent Acquisitions, Photography",7/16/1988,http://www.moma.org/calendar/exhibitions/2148,John Szarkowski,American,Male
The Prints of Henri Matisse,8/6/1988,http://www.moma.org/calendar/exhibitions/1744,Riva Castleman,American,Female
Following Matisse's Line,8/6/1988,http://www.moma.org/calendar/exhibitions/1757,Riva Castleman,American,Female
Henri Matisse: Nuit De Noël and Liturgical Vestments,11/24/1988,http://www.moma.org/calendar/exhibitions/2138,Riva Castleman,American,Female
Artist's Choice: Burton on Brancusi,4/7/1989,http://www.moma.org/calendar/exhibitions/2133,Scott Burton,American,Male
Siskind from the Collection,7/20/1989,http://www.moma.org/calendar/exhibitions/2124,John Szarkowski,American,Male
Picasso and Braque: Pioneering Cubism,9/24/1989,http://www.moma.org/calendar/exhibitions/1730,William S. Rubin,American,Male
